"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,   9.9353e-02,   2.7867e+00,   3.2468e+00,   1.7184e+00,   6.2394e+00,   9.8752e+05,   1.1474e+04,   9.0503e+01, 3.0345000000
    10,   1.6847e-02,   2.9289e+00,   3.0908e+00,   1.7466e+00,   6.2921e+00,   8.5648e+05,   1.1236e+04,   9.0134e+01, 4.1881666667
    15,  -2.3330e-02,   2.9744e+00,   3.0326e+00,   1.8114e+00,   6.3141e+00,   8.4964e+05,   1.1050e+04,   8.9705e+01, 5.3796666667
    20,  -5.2349e-02,   2.9948e+00,   2.9689e+00,   1.8808e+00,   6.3222e+00,   8.4563e+05,   1.1009e+04,   8.9294e+01, 6.5345000000
    25,  -8.4204e-02,   3.0078e+00,   2.9028e+00,   1.9259e+00,   6.3311e+00,   8.4072e+05,   1.1152e+04,   8.8857e+01, 7.8413333333
    30,  -1.2318e-01,   3.0058e+00,   2.8533e+00,   1.9334e+00,   6.3286e+00,   8.3298e+05,   1.1421e+04,   8.8402e+01, 9.1755000000
    35,  -1.8533e-01,   2.9672e+00,   2.8596e+00,   1.9100e+00,   6.2923e+00,   8.2113e+05,   1.1698e+04,   8.7965e+01, 10.5138333333
    40,  -2.8540e-01,   2.8817e+00,   2.8925e+00,   1.8917e+00,   6.2157e+00,   8.0491e+05,   1.1864e+04,   8.7578e+01, 11.8505000000
    45,  -3.4067e-01,   2.8476e+00,   2.9148e+00,   1.9061e+00,   6.1844e+00,   7.8380e+05,   1.1847e+04,   8.7289e+01, 13.1855000000
    50,  -3.1012e-01,   2.8842e+00,   2.8987e+00,   1.9594e+00,   6.2157e+00,   7.5925e+05,   1.1640e+04,   8.7132e+01, 14.5243333333
    55,  -2.3934e-01,   2.9565e+00,   2.8397e+00,   2.0174e+00,   6.2813e+00,   7.3499e+05,   1.1292e+04,   8.7106e+01, 15.8790000000
    60,  -1.9002e-01,   3.0031e+00,   2.7414e+00,   2.0468e+00,   6.3246e+00,   7.3283e+05,   1.0878e+04,   8.7176e+01, 17.2725000000
    65,  -1.7017e-01,   3.0179e+00,   2.6300e+00,   2.0432e+00,   6.3360e+00,   7.2613e+05,   1.0464e+04,   8.7339e+01, 18.6500000000
    70,  -1.7865e-01,   3.0026e+00,   2.5483e+00,   2.0164e+00,   6.3168e+00,   7.1485e+05,   1.0097e+04,   8.7511e+01, 20.0130000000
    75,  -2.1533e-01,   2.9576e+00,   2.5894e+00,   1.9773e+00,   6.2677e+00,   6.9942e+05,   9.7951e+03,   8.7701e+01, 21.3808333333
    80,  -2.9268e-01,   2.8732e+00,   2.6856e+00,   1.9305e+00,   6.1784e+00,   6.9400e+05,   9.5603e+03,   8.7862e+01, 22.7535000000
    85,  -4.2837e-01,   2.7336e+00,   2.7519e+00,   1.8917e+00,   6.0331e+00,   6.9650e+05,   9.3830e+03,   8.8004e+01, 24.1320000000
    90,  -6.3152e-01,   2.5299e+00,   2.7756e+00,   1.8534e+00,   5.8382e+00,   6.9578e+05,   9.2521e+03,   8.8125e+01, 25.5175000000
    95,  -6.6052e-01,   2.5119e+00,   2.7595e+00,   1.8267e+00,   5.8463e+00,   6.9228e+05,   9.1585e+03,   8.8220e+01, 26.8943333333
   100,  -5.0466e-01,   2.6729e+00,   2.7032e+00,   1.8094e+00,   5.9930e+00,   6.8981e+05,   9.0948e+03,   8.8282e+01, 28.2823333333
   105,  -4.0320e-01,   2.7778e+00,   2.5993e+00,   1.8048e+00,   6.0867e+00,   6.8538e+05,   9.0555e+03,   8.8312e+01, 29.6741666667
   110,  -3.4951e-01,   2.8369e+00,   2.4441e+00,   1.8157e+00,   6.1391e+00,   6.7686e+05,   9.0330e+03,   8.8347e+01, 31.0280000000
   115,  -3.3069e-01,   2.8611e+00,   2.3136e+00,   1.8320e+00,   6.1607e+00,   6.6910e+05,   9.0177e+03,   8.8373e+01, 32.3693333333
   120,  -3.4340e-01,   2.8555e+00,   2.3565e+00,   1.8465e+00,   6.1547e+00,   6.5688e+05,   8.9987e+03,   8.8397e+01, 33.6663333333
   125,  -3.8467e-01,   2.8236e+00,   2.4548e+00,   1.8543e+00,   6.1242e+00,   6.4704e+05,   8.9662e+03,   8.8466e+01, 34.7206666667
   130,  -4.4753e-01,   2.7716e+00,   2.5279e+00,   1.8527e+00,   6.0765e+00,   6.3294e+05,   8.9135e+03,   8.8564e+01, 35.3128333333
   135,  -5.1731e-01,   2.7110e+00,   2.5611e+00,   1.8359e+00,   6.0225e+00,   6.2550e+05,   8.8382e+03,   8.8694e+01, 35.8411666667
   140,  -5.6532e-01,   2.6627e+00,   2.5558e+00,   1.8010e+00,   5.9804e+00,   6.2376e+05,   8.7421e+03,   8.8862e+01, 36.3718333333
   145,  -5.8232e-01,   2.6291e+00,   2.5129e+00,   1.7489e+00,   5.9498e+00,   6.2022e+05,   8.6302e+03,   8.9079e+01, 36.9033333333
   150,  -5.6284e-01,   2.6208e+00,   2.4360e+00,   1.6969e+00,   5.9425e+00,   6.1459e+05,   8.5092e+03,   8.9296e+01, 37.4246666667
   155,  -5.3625e-01,   2.6260e+00,   2.3540e+00,   1.6776e+00,   5.9442e+00,   6.0717e+05,   8.3856e+03,   8.9497e+01, 37.9745000000
   160,  -5.2879e-01,   2.6247e+00,   2.3109e+00,   1.7065e+00,   5.9350e+00,   6.1564e+05,   8.2647e+03,   8.9681e+01, 38.5351666667
   165,  -5.4945e-01,   2.6040e+00,   2.3155e+00,   1.7502e+00,   5.9047e+00,   6.2818e+05,   8.1507e+03,   8.9843e+01, 39.1151666667
   170,  -6.0221e-01,   2.5571e+00,   2.3508e+00,   1.7909e+00,   5.8479e+00,   6.3404e+05,   8.0457e+03,   8.9958e+01, 39.8381666667
   175,  -6.8920e-01,   2.4806e+00,   2.4041e+00,   1.8228e+00,   5.7599e+00,   6.3311e+05,   7.9511e+03,   9.0026e+01, 40.6068333333
   180,  -7.9051e-01,   2.3929e+00,   2.4344e+00,   1.8457e+00,   5.6672e+00,   6.2592e+05,   7.8673e+03,   9.0041e+01, 41.5230000000
   185,  -8.4793e-01,   2.3385e+00,   2.4287e+00,   1.8575e+00,   5.6230e+00,   6.1373e+05,   7.7944e+03,   9.0003e+01, 42.5685000000
   190,  -8.0944e-01,   2.3671e+00,   2.3858e+00,   1.8594e+00,   5.6740e+00,   5.9812e+05,   7.7320e+03,   8.9910e+01, 43.5658333333
   195,  -7.4504e-01,   2.4312e+00,   2.3045e+00,   1.8513e+00,   5.7514e+00,   5.8054e+05,   7.6793e+03,   8.9783e+01, 44.5430000000
