"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -2.2735e+00,   1.1630e+00,   6.8123e-01,   3.3506e-01,   4.0045e+00,   5.0055e+05,   1.7381e+01,   9.8342e+01, 2.2081666667
    10,  -2.0826e+00,   1.2835e+00,   6.0841e-01,   3.0482e-01,   4.2302e+00,   5.0055e+05,   1.7381e+01,   9.8341e+01, 3.0520000000
    15,  -2.0369e+00,   1.3218e+00,   5.7353e-01,   3.0113e-01,   4.2961e+00,   5.0055e+05,   1.7381e+01,   9.8340e+01, 3.7648333333
    20,  -2.0450e+00,   1.3181e+00,   5.5789e-01,   2.8818e-01,   4.2994e+00,   5.0055e+05,   1.7381e+01,   9.8334e+01, 4.2608333333
    25,  -2.0749e+00,   1.2942e+00,   5.5310e-01,   2.6983e-01,   4.2728e+00,   5.0055e+05,   1.7381e+01,   9.8334e+01, 4.7561666667
    30,  -2.1114e+00,   1.2640e+00,   5.4931e-01,   2.5324e-01,   4.2373e+00,   5.0055e+05,   1.7381e+01,   9.8333e+01, 5.3245000000
    35,  -2.1360e+00,   1.2405e+00,   5.3403e-01,   2.3932e-01,   4.2135e+00,   5.0055e+05,   1.7381e+01,   9.8333e+01, 5.8213333333
    40,  -2.1384e+00,   1.2311e+00,   5.1061e-01,   2.2931e-01,   4.2139e+00,   5.0055e+05,   1.7381e+01,   9.8331e+01, 6.3840000000
    45,  -2.1342e+00,   1.2285e+00,   4.8401e-01,   2.2239e-01,   4.2225e+00,   5.0055e+05,   1.7381e+01,   9.8327e+01, 6.9611666667
    50,  -2.1272e+00,   1.2258e+00,   4.6676e-01,   2.1678e-01,   4.2281e+00,   5.0055e+05,   1.7381e+01,   9.8326e+01, 7.6118333333
    55,  -2.1244e+00,   1.2208e+00,   4.5423e-01,   2.1268e-01,   4.2282e+00,   5.0055e+05,   1.7381e+01,   9.8322e+01, 8.1216666667
    60,  -2.1271e+00,   1.2127e+00,   4.4403e-01,   2.1060e-01,   4.2244e+00,   5.0055e+05,   1.7381e+01,   9.8320e+01, 8.8865000000
    65,  -2.1330e+00,   1.2022e+00,   4.4184e-01,   2.1003e-01,   4.2183e+00,   5.0055e+05,   1.7381e+01,   9.8319e+01, 9.8025000000
    70,  -2.1427e+00,   1.1893e+00,   4.4658e-01,   2.1154e-01,   4.2101e+00,   5.0055e+05,   1.7381e+01,   9.8318e+01, 10.7781666667
    75,  -2.1534e+00,   1.1747e+00,   4.5553e-01,   2.1583e-01,   4.2008e+00,   5.0055e+05,   1.7381e+01,   9.8316e+01, 11.4640000000
    80,  -2.1645e+00,   1.1587e+00,   4.5871e-01,   2.2207e-01,   4.1907e+00,   5.0055e+05,   1.7381e+01,   9.8312e+01, 12.1633333333
    85,  -2.1728e+00,   1.1444e+00,   4.5347e-01,   2.2964e-01,   4.1830e+00,   5.0055e+05,   1.7381e+01,   9.8309e+01, 12.7773333333
    90,  -2.1785e+00,   1.1332e+00,   4.3789e-01,   2.3526e-01,   4.1796e+00,   5.0055e+05,   1.7381e+01,   9.8305e+01, 13.4550000000
    95,  -2.1773e+00,   1.1265e+00,   4.1880e-01,   2.3700e-01,   4.1799e+00,   5.0055e+05,   1.7381e+01,   9.8299e+01, 13.9516666667
   100,  -2.1745e+00,   1.1233e+00,   4.0246e-01,   2.3577e-01,   4.1835e+00,   5.0055e+05,   1.7381e+01,   9.8295e+01, 14.6603333333
   105,  -2.1697e+00,   1.1231e+00,   3.9566e-01,   2.3185e-01,   4.1879e+00,   5.0055e+05,   1.7381e+01,   9.8291e+01, 15.2630000000
   110,  -2.1644e+00,   1.1236e+00,   3.9765e-01,   2.2784e-01,   4.1916e+00,   5.0055e+05,   1.7381e+01,   9.8289e+01, 15.8471666667
   115,  -2.1591e+00,   1.1235e+00,   4.0389e-01,   2.2227e-01,   4.1934e+00,   5.0055e+05,   1.7381e+01,   9.8285e+01, 16.7820000000
   120,  -2.1585e+00,   1.1214e+00,   4.0855e-01,   2.1642e-01,   4.1924e+00,   5.0055e+05,   1.7381e+01,   9.8280e+01, 17.7480000000
   125,  -2.1573e+00,   1.1182e+00,   4.1355e-01,   2.1173e-01,   4.1913e+00,   5.0055e+05,   1.7381e+01,   9.8275e+01, 18.6838333333
   130,  -2.1582e+00,   1.1140e+00,   4.1532e-01,   2.0901e-01,   4.1889e+00,   5.0055e+05,   1.7381e+01,   9.8272e+01, 19.4403333333
   135,  -2.1574e+00,   1.1091e+00,   4.1473e-01,   2.0736e-01,   4.1864e+00,   5.0055e+05,   1.7381e+01,   9.8269e+01, 20.0898333333
   140,  -2.1592e+00,   1.1030e+00,   4.0946e-01,   2.0586e-01,   4.1837e+00,   5.0055e+05,   1.7381e+01,   9.8265e+01, 20.7411666667
   145,  -2.1624e+00,   1.0978e+00,   4.0360e-01,   2.0297e-01,   4.1822e+00,   5.0055e+05,   1.7381e+01,   9.8258e+01, 21.4001666667
