"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -2.1996e+00,   1.2602e+00,   8.0677e-01,   5.5367e-01,   4.1574e+00,   5.0055e+05,   1.7381e+01,   9.9132e+01, 0.5943333333
    10,  -2.0145e+00,   1.3765e+00,   7.2186e-01,   4.8898e-01,   4.3612e+00,   5.0055e+05,   1.7381e+01,   9.9133e+01, 1.1291666667
    15,  -1.9736e+00,   1.4102e+00,   7.0078e-01,   4.4875e-01,   4.4136e+00,   5.0055e+05,   1.7381e+01,   9.9136e+01, 1.7985000000
    20,  -1.9759e+00,   1.4102e+00,   7.0088e-01,   4.1559e-01,   4.4188e+00,   5.0055e+05,   1.7381e+01,   9.9138e+01, 2.4245000000
    25,  -1.9938e+00,   1.3960e+00,   6.9912e-01,   3.8817e-01,   4.4055e+00,   5.0055e+05,   1.7381e+01,   9.9138e+01, 2.9956666667
    30,  -2.0148e+00,   1.3774e+00,   6.8409e-01,   3.6900e-01,   4.3860e+00,   5.0055e+05,   1.7381e+01,   9.9140e+01, 3.4920000000
    35,  -2.0274e+00,   1.3638e+00,   6.5096e-01,   3.5216e-01,   4.3753e+00,   5.0055e+05,   1.7381e+01,   9.9140e+01, 3.9801666667
    40,  -2.0296e+00,   1.3577e+00,   6.1247e-01,   3.3837e-01,   4.3744e+00,   5.0055e+05,   1.7381e+01,   9.9142e+01, 4.4825000000
    45,  -2.0271e+00,   1.3551e+00,   5.8164e-01,   3.2506e-01,   4.3768e+00,   5.0055e+05,   1.7381e+01,   9.9142e+01, 5.1396666667
    50,  -2.0276e+00,   1.3506e+00,   5.5926e-01,   3.1371e-01,   4.3753e+00,   5.0055e+05,   1.7381e+01,   9.9144e+01, 5.8906666667
    55,  -2.0321e+00,   1.3424e+00,   5.4522e-01,   3.0481e-01,   4.3675e+00,   5.0055e+05,   1.7381e+01,   9.9145e+01, 6.4543333333
    60,  -2.0430e+00,   1.3295e+00,   5.3540e-01,   2.9421e-01,   4.3540e+00,   5.0055e+05,   1.7381e+01,   9.9146e+01, 6.9021666667
    65,  -2.0595e+00,   1.3119e+00,   5.3412e-01,   2.8353e-01,   4.3354e+00,   5.0055e+05,   1.7381e+01,   9.9146e+01, 7.5720000000
    70,  -2.0801e+00,   1.2904e+00,   5.4109e-01,   2.7255e-01,   4.3142e+00,   5.0055e+05,   1.7381e+01,   9.9147e+01, 8.0196666667
    75,  -2.1037e+00,   1.2657e+00,   5.4574e-01,   2.6515e-01,   4.2906e+00,   5.0055e+05,   1.7381e+01,   9.9148e+01, 8.5606666667
