"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -3.0719e+00,   5.8280e-01,   5.1515e-01,   1.7203e-01,   3.1550e+00,   5.0044e+05,   5.1528e+02,   9.8382e+01, 1.9703333333
    10,  -2.7758e+00,   6.2547e-01,   4.9784e-01,   1.6654e-01,   3.4544e+00,   5.0044e+05,   5.1530e+02,   9.8382e+01, 2.2328333333
    15,  -2.6257e+00,   6.7948e-01,   4.7591e-01,   1.5906e-01,   3.6074e+00,   5.0044e+05,   5.1532e+02,   9.8381e+01, 2.4951666667
    20,  -2.5307e+00,   7.2678e-01,   4.5203e-01,   1.4989e-01,   3.7011e+00,   5.0044e+05,   5.1534e+02,   9.8382e+01, 2.7620000000
    25,  -2.4683e+00,   7.6428e-01,   4.2563e-01,   1.3976e-01,   3.7629e+00,   5.0044e+05,   5.1536e+02,   9.8382e+01, 3.0263333333
    30,  -2.4279e+00,   7.9261e-01,   3.9727e-01,   1.2980e-01,   3.8045e+00,   5.0044e+05,   5.1538e+02,   9.8382e+01, 3.2880000000
    35,  -2.4033e+00,   8.1340e-01,   3.6977e-01,   1.2059e-01,   3.8322e+00,   5.0044e+05,   5.1540e+02,   9.8381e+01, 3.5515000000
    40,  -2.3856e+00,   8.2858e-01,   3.4623e-01,   1.1290e-01,   3.8512e+00,   5.0044e+05,   5.1542e+02,   9.8381e+01, 3.8123333333
    45,  -2.3757e+00,   8.3925e-01,   3.2654e-01,   1.0731e-01,   3.8636e+00,   5.0044e+05,   5.1543e+02,   9.8381e+01, 4.0735000000
    50,  -2.3701e+00,   8.4660e-01,   3.1573e-01,   1.0335e-01,   3.8709e+00,   5.0044e+05,   5.1545e+02,   9.8381e+01, 4.3365000000
    55,  -2.3697e+00,   8.5105e-01,   3.1244e-01,   1.0031e-01,   3.8738e+00,   5.0044e+05,   5.1546e+02,   9.8381e+01, 4.6018333333
    60,  -2.3732e+00,   8.5303e-01,   3.1575e-01,   9.7627e-02,   3.8727e+00,   5.0044e+05,   5.1547e+02,   9.8381e+01, 4.8680000000
    65,  -2.3789e+00,   8.5344e-01,   3.2396e-01,   9.4943e-02,   3.8686e+00,   5.0044e+05,   5.1548e+02,   9.8381e+01, 5.1316666667
    70,  -2.3876e+00,   8.5282e-01,   3.3165e-01,   9.1869e-02,   3.8628e+00,   5.0044e+05,   5.1550e+02,   9.8381e+01, 5.3938333333
    75,  -2.3952e+00,   8.5179e-01,   3.3978e-01,   8.8512e-02,   3.8564e+00,   5.0044e+05,   5.1551e+02,   9.8381e+01, 5.6583333333
    80,  -2.4037e+00,   8.5078e-01,   3.4551e-01,   8.4583e-02,   3.8503e+00,   5.0044e+05,   5.1552e+02,   9.8380e+01, 5.9223333333
    85,  -2.4123e+00,   8.5026e-01,   3.4830e-01,   8.0155e-02,   3.8452e+00,   5.0044e+05,   5.1553e+02,   9.8380e+01, 6.1845000000
    90,  -2.4179e+00,   8.5040e-01,   3.4996e-01,   7.5109e-02,   3.8425e+00,   5.0044e+05,   5.1554e+02,   9.8380e+01, 6.4480000000
    95,  -2.4202e+00,   8.5100e-01,   3.5103e-01,   6.9451e-02,   3.8418e+00,   5.0044e+05,   5.1555e+02,   9.8381e+01, 6.7096666667
   100,  -2.4226e+00,   8.5161e-01,   3.5021e-01,   6.3228e-02,   3.8418e+00,   5.0044e+05,   5.1556e+02,   9.8381e+01, 6.9723333333
   105,  -2.4231e+00,   8.5225e-01,   3.4880e-01,   5.6671e-02,   3.8432e+00,   5.0044e+05,   5.1557e+02,   9.8381e+01, 7.2348333333
   110,  -2.4246e+00,   8.5276e-01,   3.4589e-01,   5.0140e-02,   3.8442e+00,   5.0044e+05,   5.1558e+02,   9.8381e+01, 7.5005000000
   115,  -2.4274e+00,   8.5322e-01,   3.4238e-01,   4.4065e-02,   3.8453e+00,   5.0044e+05,   5.1558e+02,   9.8381e+01, 7.7676666667
   120,  -2.4275e+00,   8.5378e-01,   3.3756e-01,   3.8397e-02,   3.8479e+00,   5.0044e+05,   5.1559e+02,   9.8381e+01, 8.0301666667
   125,  -2.4279e+00,   8.5428e-01,   3.3615e-01,   3.3215e-02,   3.8507e+00,   5.0044e+05,   5.1559e+02,   9.8381e+01, 8.2911666667
   130,  -2.4299e+00,   8.5444e-01,   3.3420e-01,   2.8613e-02,   3.8531e+00,   5.0044e+05,   5.1560e+02,   9.8381e+01, 8.5538333333
   135,  -2.4307e+00,   8.5478e-01,   3.3462e-01,   2.4604e-02,   3.8561e+00,   5.0044e+05,   5.1560e+02,   9.8381e+01, 8.8161666667
   140,  -2.4293e+00,   8.5504e-01,   3.3505e-01,   2.1055e-02,   3.8592e+00,   5.0044e+05,   5.1560e+02,   9.8381e+01, 9.0780000000
   145,  -2.4309e+00,   8.5487e-01,   3.3454e-01,   1.7784e-02,   3.8612e+00,   5.0044e+05,   5.1560e+02,   9.8381e+01, 9.3421666667
   150,  -2.4321e+00,   8.5453e-01,   3.3226e-01,   1.4821e-02,   3.8632e+00,   5.0044e+05,   5.1560e+02,   9.8381e+01, 9.6040000000
   155,  -2.4326e+00,   8.5404e-01,   3.2870e-01,   1.2017e-02,   3.8655e+00,   5.0044e+05,   5.1559e+02,   9.8381e+01, 9.8863333333
   160,  -2.4319e+00,   8.5366e-01,   3.2462e-01,   9.3458e-03,   3.8679e+00,   5.0044e+05,   5.1559e+02,   9.8381e+01, 10.1495000000
   165,  -2.4327e+00,   8.5292e-01,   3.1947e-01,   6.7363e-03,   3.8697e+00,   5.0044e+05,   5.1558e+02,   9.8381e+01, 10.4171666667
   170,  -2.4342e+00,   8.5204e-01,   3.1368e-01,   4.1846e-03,   3.8706e+00,   5.0044e+05,   5.1557e+02,   9.8380e+01, 10.6905000000
   175,  -2.4330e+00,   8.5137e-01,   3.0926e-01,   1.8469e-03,   3.8721e+00,   5.0044e+05,   5.1556e+02,   9.8379e+01, 10.9545000000
   180,  -2.4339e+00,   8.5037e-01,   3.0197e-01,  -4.0728e-04,   3.8728e+00,   5.0044e+05,   5.1555e+02,   9.8379e+01, 11.2191666667
   185,  -2.4353e+00,   8.4925e-01,   2.9514e-01,  -2.5751e-03,   3.8723e+00,   5.0044e+05,   5.1554e+02,   9.8379e+01, 11.4805000000
   190,  -2.4361e+00,   8.4810e-01,   2.8878e-01,  -4.6214e-03,   3.8718e+00,   5.0044e+05,   5.1553e+02,   9.8379e+01, 11.7421666667
   195,  -2.4354e+00,   8.4670e-01,   2.8227e-01,  -6.5390e-03,   3.8719e+00,   5.0044e+05,   5.1552e+02,   9.8379e+01, 12.0050000000
