"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -2.6959e+00,   1.1443e+00,   9.3384e-01,   6.7922e-01,   3.5586e+00,   5.0044e+05,   4.5368e+02,   9.8265e+01, 0.2893333333
    10,  -2.3890e+00,   1.1837e+00,   9.1471e-01,   6.7155e-01,   3.8719e+00,   5.0044e+05,   4.5374e+02,   9.8265e+01, 0.5558333333
    15,  -2.2301e+00,   1.2298e+00,   8.9611e-01,   6.6127e-01,   4.0368e+00,   5.0044e+05,   4.5379e+02,   9.8265e+01, 0.8360000000
    20,  -2.1316e+00,   1.2742e+00,   8.7672e-01,   6.4935e-01,   4.1427e+00,   5.0044e+05,   4.5384e+02,   9.8265e+01, 1.1060000000
    25,  -2.0621e+00,   1.3134e+00,   8.5811e-01,   6.3622e-01,   4.2181e+00,   5.0044e+05,   4.5388e+02,   9.8266e+01, 1.3745000000
    30,  -2.0108e+00,   1.3460e+00,   8.4046e-01,   6.2342e-01,   4.2742e+00,   5.0044e+05,   4.5391e+02,   9.8265e+01, 1.6426666667
    35,  -1.9739e+00,   1.3727e+00,   8.2465e-01,   6.1076e-01,   4.3163e+00,   5.0044e+05,   4.5393e+02,   9.8265e+01, 1.9098333333
    40,  -1.9455e+00,   1.3942e+00,   8.1302e-01,   6.0006e-01,   4.3486e+00,   5.0044e+05,   4.5394e+02,   9.8264e+01, 2.1753333333
    45,  -1.9239e+00,   1.4113e+00,   8.0372e-01,   5.8950e-01,   4.3733e+00,   5.0044e+05,   4.5394e+02,   9.8264e+01, 2.4403333333
    50,  -1.9079e+00,   1.4245e+00,   7.9739e-01,   5.8131e-01,   4.3922e+00,   5.0044e+05,   4.5394e+02,   9.8264e+01, 2.7073333333
    55,  -1.8963e+00,   1.4346e+00,   7.9481e-01,   5.7438e-01,   4.4065e+00,   5.0044e+05,   4.5393e+02,   9.8264e+01, 2.9776666667
    60,  -1.8887e+00,   1.4418e+00,   7.9501e-01,   5.6862e-01,   4.4166e+00,   5.0044e+05,   4.5391e+02,   9.8264e+01, 3.2453333333
    65,  -1.8843e+00,   1.4469e+00,   7.9698e-01,   5.6386e-01,   4.4238e+00,   5.0044e+05,   4.5389e+02,   9.8264e+01, 3.5138333333
    70,  -1.8817e+00,   1.4501e+00,   7.9924e-01,   5.5733e-01,   4.4285e+00,   5.0044e+05,   4.5387e+02,   9.8264e+01, 3.7831666667
    75,  -1.8806e+00,   1.4519e+00,   8.0121e-01,   5.5188e-01,   4.4313e+00,   5.0044e+05,   4.5384e+02,   9.8264e+01, 4.0531666667
    80,  -1.8812e+00,   1.4526e+00,   8.0386e-01,   5.4648e-01,   4.4326e+00,   5.0044e+05,   4.5381e+02,   9.8264e+01, 4.3225000000
    85,  -1.8829e+00,   1.4525e+00,   8.0630e-01,   5.4059e-01,   4.4326e+00,   5.0044e+05,   4.5378e+02,   9.8264e+01, 4.5950000000
    90,  -1.8852e+00,   1.4519e+00,   8.0940e-01,   5.3474e-01,   4.4318e+00,   5.0044e+05,   4.5375e+02,   9.8264e+01, 4.8626666667
    95,  -1.8876e+00,   1.4509e+00,   8.1177e-01,   5.2911e-01,   4.4304e+00,   5.0044e+05,   4.5372e+02,   9.8264e+01, 5.1298333333
   100,  -1.8909e+00,   1.4497e+00,   8.1378e-01,   5.2370e-01,   4.4287e+00,   5.0044e+05,   4.5369e+02,   9.8264e+01, 5.3960000000
   105,  -1.8939e+00,   1.4485e+00,   8.1629e-01,   5.1773e-01,   4.4274e+00,   5.0044e+05,   4.5366e+02,   9.8264e+01, 5.6636666667
   110,  -1.8965e+00,   1.4474e+00,   8.1868e-01,   5.1260e-01,   4.4263e+00,   5.0044e+05,   4.5363e+02,   9.8264e+01, 5.9298333333
   115,  -1.8988e+00,   1.4463e+00,   8.2080e-01,   5.0698e-01,   4.4256e+00,   5.0044e+05,   4.5361e+02,   9.8264e+01, 6.1976666667
   120,  -1.9013e+00,   1.4451e+00,   8.2196e-01,   5.0111e-01,   4.4247e+00,   5.0044e+05,   4.5359e+02,   9.8263e+01, 6.4663333333
   125,  -1.9030e+00,   1.4436e+00,   8.2372e-01,   4.9551e-01,   4.4237e+00,   5.0044e+05,   4.5357e+02,   9.8263e+01, 6.7356666667
   130,  -1.9056e+00,   1.4417e+00,   8.2518e-01,   4.8955e-01,   4.4220e+00,   5.0044e+05,   4.5356e+02,   9.8263e+01, 7.0026666667
   135,  -1.9084e+00,   1.4394e+00,   8.2666e-01,   4.8450e-01,   4.4200e+00,   5.0044e+05,   4.5355e+02,   9.8263e+01, 7.2738333333
   140,  -1.9119e+00,   1.4365e+00,   8.2733e-01,   4.8008e-01,   4.4174e+00,   5.0044e+05,   4.5354e+02,   9.8263e+01, 7.5585000000
   145,  -1.9154e+00,   1.4332e+00,   8.2784e-01,   4.7576e-01,   4.4139e+00,   5.0044e+05,   4.5354e+02,   9.8263e+01, 7.8281666667
   150,  -1.9188e+00,   1.4295e+00,   8.2866e-01,   4.7198e-01,   4.4102e+00,   5.0044e+05,   4.5354e+02,   9.8262e+01, 8.0996666667
   155,  -1.9229e+00,   1.4256e+00,   8.2915e-01,   4.6869e-01,   4.4060e+00,   5.0044e+05,   4.5354e+02,   9.8262e+01, 8.3680000000
   160,  -1.9267e+00,   1.4217e+00,   8.2805e-01,   4.6614e-01,   4.4020e+00,   5.0044e+05,   4.5354e+02,   9.8262e+01, 8.6355000000
   165,  -1.9312e+00,   1.4178e+00,   8.2601e-01,   4.6465e-01,   4.3979e+00,   5.0044e+05,   4.5355e+02,   9.8262e+01, 8.9060000000
   170,  -1.9347e+00,   1.4141e+00,   8.2269e-01,   4.6240e-01,   4.3941e+00,   5.0044e+05,   4.5355e+02,   9.8263e+01, 9.1756666667
   175,  -1.9377e+00,   1.4107e+00,   8.1812e-01,   4.5997e-01,   4.3908e+00,   5.0044e+05,   4.5356e+02,   9.8262e+01, 9.4425000000
   180,  -1.9397e+00,   1.4079e+00,   8.1390e-01,   4.5782e-01,   4.3883e+00,   5.0044e+05,   4.5357e+02,   9.8262e+01, 9.7116666667
   185,  -1.9406e+00,   1.4056e+00,   8.0835e-01,   4.5550e-01,   4.3867e+00,   5.0044e+05,   4.5358e+02,   9.8262e+01, 9.9783333333
   190,  -1.9429e+00,   1.4039e+00,   8.0239e-01,   4.5348e-01,   4.3850e+00,   5.0044e+05,   4.5359e+02,   9.8261e+01, 10.2458333333
   195,  -1.9438e+00,   1.4027e+00,   7.9435e-01,   4.5210e-01,   4.3848e+00,   5.0044e+05,   4.5360e+02,   9.8260e+01, 10.5131666667
   200,  -1.9438e+00,   1.4022e+00,   7.8597e-01,   4.4984e-01,   4.3854e+00,   5.0044e+05,   4.5361e+02,   9.8260e+01, 10.7823333333
   205,  -1.9420e+00,   1.4022e+00,   7.7748e-01,   4.4734e-01,   4.3870e+00,   5.0044e+05,   4.5363e+02,   9.8260e+01, 11.0493333333
   210,  -1.9410e+00,   1.4026e+00,   7.6865e-01,   4.4379e-01,   4.3885e+00,   5.0044e+05,   4.5364e+02,   9.8260e+01, 11.3165000000
   215,  -1.9393e+00,   1.4033e+00,   7.6035e-01,   4.4135e-01,   4.3904e+00,   5.0044e+05,   4.5366e+02,   9.8260e+01, 11.5840000000
   220,  -1.9370e+00,   1.4040e+00,   7.5295e-01,   4.3889e-01,   4.3923e+00,   5.0044e+05,   4.5368e+02,   9.8260e+01, 11.8525000000
   225,  -1.9343e+00,   1.4049e+00,   7.4577e-01,   4.3810e-01,   4.3948e+00,   5.0044e+05,   4.5370e+02,   9.8260e+01, 12.1240000000
   230,  -1.9335e+00,   1.4057e+00,   7.3935e-01,   4.3598e-01,   4.3961e+00,   5.0044e+05,   4.5372e+02,   9.8260e+01, 12.3898333333
   235,  -1.9319e+00,   1.4064e+00,   7.3420e-01,   4.3447e-01,   4.3975e+00,   5.0044e+05,   4.5374e+02,   9.8259e+01, 12.6600000000
   240,  -1.9296e+00,   1.4071e+00,   7.3047e-01,   4.3212e-01,   4.3988e+00,   5.0044e+05,   4.5376e+02,   9.8259e+01, 12.9306666667
   245,  -1.9277e+00,   1.4076e+00,   7.2839e-01,   4.3027e-01,   4.3998e+00,   5.0044e+05,   4.5379e+02,   9.8258e+01, 13.1998333333
