"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -3.4700e+00,   7.5712e-01,   8.2374e-02,  -3.2751e-01,   2.8372e+00,   5.0044e+05,   4.9760e+02,   9.8883e+01, 1.9686666667
    10,  -3.1416e+00,   7.7264e-01,   1.5938e-01,  -3.2249e-01,   3.1789e+00,   5.0044e+05,   4.9757e+02,   9.8883e+01, 2.2323333333
    15,  -2.9283e+00,   7.9759e-01,   2.2228e-01,  -3.1321e-01,   3.3872e+00,   5.0044e+05,   4.9754e+02,   9.8883e+01, 2.4966666667
    20,  -2.7808e+00,   8.2804e-01,   2.6520e-01,  -3.0304e-01,   3.5319e+00,   5.0044e+05,   4.9752e+02,   9.8883e+01, 2.7626666667
    25,  -2.6721e+00,   8.5976e-01,   2.9367e-01,  -2.9296e-01,   3.6385e+00,   5.0044e+05,   4.9750e+02,   9.8883e+01, 3.0273333333
    30,  -2.5918e+00,   8.8984e-01,   3.1146e-01,  -2.8325e-01,   3.7204e+00,   5.0044e+05,   4.9748e+02,   9.8882e+01, 3.2938333333
    35,  -2.5299e+00,   9.1714e-01,   3.2195e-01,  -2.7436e-01,   3.7844e+00,   5.0044e+05,   4.9746e+02,   9.8882e+01, 3.5563333333
    40,  -2.4826e+00,   9.4118e-01,   3.2736e-01,  -2.6612e-01,   3.8349e+00,   5.0044e+05,   4.9745e+02,   9.8882e+01, 3.8208333333
    45,  -2.4451e+00,   9.6194e-01,   3.3115e-01,  -2.5834e-01,   3.8757e+00,   5.0044e+05,   4.9744e+02,   9.8882e+01, 4.0866666667
    50,  -2.4129e+00,   9.7982e-01,   3.3496e-01,  -2.5093e-01,   3.9090e+00,   5.0044e+05,   4.9743e+02,   9.8882e+01, 4.3506666667
    55,  -2.3893e+00,   9.9479e-01,   3.3910e-01,  -2.4377e-01,   3.9354e+00,   5.0044e+05,   4.9743e+02,   9.8881e+01, 4.6155000000
    60,  -2.3725e+00,   1.0071e+00,   3.4102e-01,  -2.3703e-01,   3.9570e+00,   5.0044e+05,   4.9743e+02,   9.8881e+01, 4.8816666667
    65,  -2.3604e+00,   1.0172e+00,   3.4081e-01,  -2.3099e-01,   3.9733e+00,   5.0044e+05,   4.9742e+02,   9.8881e+01, 5.1503333333
    70,  -2.3500e+00,   1.0256e+00,   3.4053e-01,  -2.2566e-01,   3.9860e+00,   5.0044e+05,   4.9743e+02,   9.8880e+01, 5.4141666667
    75,  -2.3426e+00,   1.0322e+00,   3.3765e-01,  -2.2096e-01,   3.9964e+00,   5.0044e+05,   4.9743e+02,   9.8881e+01, 5.6770000000
    80,  -2.3355e+00,   1.0375e+00,   3.3488e-01,  -2.1689e-01,   4.0045e+00,   5.0044e+05,   4.9743e+02,   9.8880e+01, 5.9423333333
    85,  -2.3320e+00,   1.0414e+00,   3.3095e-01,  -2.1334e-01,   4.0098e+00,   5.0044e+05,   4.9744e+02,   9.8880e+01, 6.2073333333
