"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -2.2267e+00,   1.1846e+00,   7.5612e-01,   5.1151e-01,   4.0772e+00,   5.0055e+05,   1.7381e+01,   9.8124e+01, 2.4965000000
    10,  -2.0619e+00,   1.2915e+00,   6.5805e-01,   4.4212e-01,   4.2653e+00,   5.0055e+05,   1.7381e+01,   9.8124e+01, 3.0603333333
    15,  -2.0329e+00,   1.3167e+00,   6.3816e-01,   4.0690e-01,   4.3072e+00,   5.0055e+05,   1.7381e+01,   9.8125e+01, 3.6450000000
    20,  -2.0441e+00,   1.3103e+00,   6.3794e-01,   3.7901e-01,   4.3058e+00,   5.0055e+05,   1.7381e+01,   9.8124e+01, 4.1558333333
    25,  -2.0657e+00,   1.2928e+00,   6.2937e-01,   3.6076e-01,   4.2889e+00,   5.0055e+05,   1.7381e+01,   9.8124e+01, 4.6581666667
    30,  -2.0871e+00,   1.2735e+00,   6.1288e-01,   3.4197e-01,   4.2703e+00,   5.0055e+05,   1.7381e+01,   9.8125e+01, 5.2388333333
    35,  -2.0993e+00,   1.2607e+00,   5.8793e-01,   3.2547e-01,   4.2618e+00,   5.0055e+05,   1.7381e+01,   9.8125e+01, 5.8401666667
    40,  -2.1057e+00,   1.2527e+00,   5.5947e-01,   3.1146e-01,   4.2594e+00,   5.0055e+05,   1.7381e+01,   9.8126e+01, 6.4668333333
    45,  -2.1074e+00,   1.2476e+00,   5.3620e-01,   2.9908e-01,   4.2590e+00,   5.0055e+05,   1.7381e+01,   9.8127e+01, 7.1603333333
    50,  -2.1065e+00,   1.2422e+00,   5.1905e-01,   2.8694e-01,   4.2581e+00,   5.0055e+05,   1.7381e+01,   9.8129e+01, 7.6633333333
    55,  -2.1091e+00,   1.2354e+00,   4.9804e-01,   2.8566e-01,   4.2540e+00,   5.0055e+05,   1.7381e+01,   9.8130e+01, 8.1810000000
    60,  -2.1142e+00,   1.2261e+00,   4.7930e-01,   2.7883e-01,   4.2467e+00,   5.0055e+05,   1.7381e+01,   9.8128e+01, 8.8370000000
    65,  -2.1201e+00,   1.2140e+00,   4.7630e-01,   2.7405e-01,   4.2370e+00,   5.0055e+05,   1.7381e+01,   9.8127e+01, 9.4886666667
    70,  -2.1361e+00,   1.1975e+00,   4.7923e-01,   2.7114e-01,   4.2222e+00,   5.0055e+05,   1.7381e+01,   9.8127e+01, 9.9980000000
    75,  -2.1538e+00,   1.1783e+00,   4.8499e-01,   2.7289e-01,   4.2058e+00,   5.0055e+05,   1.7381e+01,   9.8125e+01, 10.5791666667
    80,  -2.1670e+00,   1.1590e+00,   4.8832e-01,   2.6818e-01,   4.1906e+00,   5.0055e+05,   1.7381e+01,   9.8124e+01, 11.0831666667
    85,  -2.1845e+00,   1.1413e+00,   4.7467e-01,   2.6715e-01,   4.1762e+00,   5.0055e+05,   1.7381e+01,   9.8124e+01, 11.5855000000
    90,  -2.1905e+00,   1.1269e+00,   4.6056e-01,   2.7119e-01,   4.1680e+00,   5.0055e+05,   1.7381e+01,   9.8123e+01, 12.1633333333
    95,  -2.1932e+00,   1.1168e+00,   4.3623e-01,   2.6855e-01,   4.1646e+00,   5.0055e+05,   1.7381e+01,   9.8124e+01, 12.6670000000
   100,  -2.1963e+00,   1.1108e+00,   4.1299e-01,   2.6611e-01,   4.1646e+00,   5.0055e+05,   1.7381e+01,   9.8123e+01, 13.2555000000
   105,  -2.1920e+00,   1.1087e+00,   4.0295e-01,   2.5784e-01,   4.1680e+00,   5.0055e+05,   1.7381e+01,   9.8123e+01, 13.8880000000
   110,  -2.1894e+00,   1.1077e+00,   4.0107e-01,   2.4968e-01,   4.1705e+00,   5.0055e+05,   1.7381e+01,   9.8121e+01, 14.5718333333
   115,  -2.1866e+00,   1.1084e+00,   4.0811e-01,   2.4326e-01,   4.1729e+00,   5.0055e+05,   1.7381e+01,   9.8120e+01, 15.1846666667
   120,  -2.1819e+00,   1.1093e+00,   4.1424e-01,   2.3266e-01,   4.1752e+00,   5.0055e+05,   1.7381e+01,   9.8118e+01, 15.8956666667
   125,  -2.1829e+00,   1.1088e+00,   4.1275e-01,   2.2607e-01,   4.1746e+00,   5.0055e+05,   1.7381e+01,   9.8116e+01, 16.4980000000
   130,  -2.1820e+00,   1.1078e+00,   4.1004e-01,   2.2808e-01,   4.1746e+00,   5.0055e+05,   1.7381e+01,   9.8116e+01, 17.0040000000
   135,  -2.1799e+00,   1.1070e+00,   4.0742e-01,   2.2807e-01,   4.1757e+00,   5.0055e+05,   1.7381e+01,   9.8115e+01, 17.6206666667
   140,  -2.1814e+00,   1.1050e+00,   3.9520e-01,   2.2629e-01,   4.1753e+00,   5.0055e+05,   1.7381e+01,   9.8114e+01, 18.4558333333
   145,  -2.1820e+00,   1.1024e+00,   3.8609e-01,   2.2922e-01,   4.1757e+00,   5.0055e+05,   1.7381e+01,   9.8114e+01, 19.3735000000
   150,  -2.1787e+00,   1.0999e+00,   3.8295e-01,   2.2471e-01,   4.1778e+00,   5.0055e+05,   1.7381e+01,   9.8113e+01, 19.9568333333
   155,  -2.1826e+00,   1.0949e+00,   3.7807e-01,   2.1733e-01,   4.1765e+00,   5.0055e+05,   1.7381e+01,   9.8112e+01, 20.4690000000
   160,  -2.1868e+00,   1.0898e+00,   3.8055e-01,   2.1474e-01,   4.1749e+00,   5.0055e+05,   1.7381e+01,   9.8111e+01, 21.0528333333
   165,  -2.1887e+00,   1.0821e+00,   3.8322e-01,   2.1291e-01,   4.1725e+00,   5.0055e+05,   1.7381e+01,   9.8110e+01, 21.7820000000
   170,  -2.1969e+00,   1.0735e+00,   3.7839e-01,   2.0799e-01,   4.1673e+00,   5.0055e+05,   1.7381e+01,   9.8109e+01, 22.3490000000
   175,  -2.1989e+00,   1.0655e+00,   3.8160e-01,   2.0612e-01,   4.1648e+00,   5.0055e+05,   1.7381e+01,   9.8107e+01, 22.8445000000
   180,  -2.2025e+00,   1.0565e+00,   3.7868e-01,   2.0695e-01,   4.1621e+00,   5.0055e+05,   1.7381e+01,   9.8105e+01, 23.3640000000
   185,  -2.2080e+00,   1.0478e+00,   3.6737e-01,   2.0136e-01,   4.1600e+00,   5.0055e+05,   1.7381e+01,   9.8102e+01, 23.9265000000
   190,  -2.2093e+00,   1.0422e+00,   3.6300e-01,   1.9845e-01,   4.1602e+00,   5.0055e+05,   1.7381e+01,   9.8101e+01, 24.4146666667
   195,  -2.2085e+00,   1.0378e+00,   3.5937e-01,   1.9558e-01,   4.1607e+00,   5.0055e+05,   1.7381e+01,   9.8100e+01, 24.8893333333
   200,  -2.2094e+00,   1.0344e+00,   3.5522e-01,   1.9075e-01,   4.1608e+00,   5.0055e+05,   1.7381e+01,   9.8097e+01, 25.3901666667
   205,  -2.2125e+00,   1.0322e+00,   3.5422e-01,   1.8322e-01,   4.1607e+00,   5.0055e+05,   1.7381e+01,   9.8095e+01, 26.0601666667
   210,  -2.2087e+00,   1.0317e+00,   3.5757e-01,   1.7659e-01,   4.1620e+00,   5.0055e+05,   1.7381e+01,   9.8092e+01, 26.5303333333
