"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,   9.9438e-02,   2.7870e+00,   3.2469e+00,   1.7207e+00,   6.2397e+00,   9.8752e+05,   1.1474e+04,   9.0502e+01, 1.3425000000
    10,   1.7073e-02,   2.9293e+00,   3.0909e+00,   1.7479e+00,   6.2925e+00,   8.5648e+05,   1.1236e+04,   9.0131e+01, 2.4881666667
    15,  -2.3077e-02,   2.9749e+00,   3.0327e+00,   1.8117e+00,   6.3146e+00,   8.4964e+05,   1.1050e+04,   8.9702e+01, 3.6736666667
    20,  -5.2120e-02,   2.9953e+00,   2.9692e+00,   1.8804e+00,   6.3226e+00,   8.4563e+05,   1.1009e+04,   8.9286e+01, 4.8081666667
    25,  -8.4016e-02,   3.0081e+00,   2.9032e+00,   1.9255e+00,   6.3315e+00,   8.4072e+05,   1.1152e+04,   8.8847e+01, 6.1033333333
    30,  -1.2297e-01,   3.0061e+00,   2.8537e+00,   1.9333e+00,   6.3289e+00,   8.3298e+05,   1.1421e+04,   8.8390e+01, 7.4366666667
    35,  -1.8513e-01,   2.9673e+00,   2.8599e+00,   1.9106e+00,   6.2925e+00,   8.2113e+05,   1.1698e+04,   8.7951e+01, 8.7681666667
    40,  -2.8527e-01,   2.8817e+00,   2.8927e+00,   1.8927e+00,   6.2158e+00,   8.0491e+05,   1.1864e+04,   8.7565e+01, 10.1026666667
    45,  -3.4046e-01,   2.8478e+00,   2.9148e+00,   1.9069e+00,   6.1845e+00,   7.8380e+05,   1.1847e+04,   8.7273e+01, 11.4351666667
    50,  -3.0986e-01,   2.8846e+00,   2.8987e+00,   1.9594e+00,   6.2159e+00,   7.5925e+05,   1.1640e+04,   8.7115e+01, 12.7725000000
    55,  -2.3908e-01,   2.9568e+00,   2.8398e+00,   2.0171e+00,   6.2815e+00,   7.3499e+05,   1.1292e+04,   8.7091e+01, 14.1331666667
    60,  -1.8988e-01,   3.0033e+00,   2.7414e+00,   2.0467e+00,   6.3248e+00,   7.3283e+05,   1.0878e+04,   8.7158e+01, 15.5218333333
    65,  -1.7009e-01,   3.0181e+00,   2.6299e+00,   2.0432e+00,   6.3361e+00,   7.2613e+05,   1.0464e+04,   8.7320e+01, 16.8988333333
    70,  -1.7869e-01,   3.0027e+00,   2.5482e+00,   2.0165e+00,   6.3167e+00,   7.1485e+05,   1.0097e+04,   8.7493e+01, 18.2651666667
    75,  -2.1552e-01,   2.9575e+00,   2.5897e+00,   1.9775e+00,   6.2675e+00,   6.9942e+05,   9.7951e+03,   8.7679e+01, 19.6275000000
    80,  -2.9305e-01,   2.8729e+00,   2.6860e+00,   1.9310e+00,   6.1780e+00,   6.9559e+05,   9.5603e+03,   8.7840e+01, 21.0018333333
    85,  -4.2912e-01,   2.7328e+00,   2.7523e+00,   1.8921e+00,   6.0323e+00,   6.9659e+05,   9.3830e+03,   8.7979e+01, 22.3795000000
    90,  -6.3254e-01,   2.5289e+00,   2.7758e+00,   1.8546e+00,   5.8373e+00,   6.9750e+05,   9.2522e+03,   8.8099e+01, 23.7608333333
    95,  -6.6083e-01,   2.5114e+00,   2.7596e+00,   1.8287e+00,   5.8463e+00,   6.9418e+05,   9.1585e+03,   8.8192e+01, 25.1381666667
   100,  -5.0407e-01,   2.6733e+00,   2.7031e+00,   1.8117e+00,   5.9937e+00,   6.9160e+05,   9.0949e+03,   8.8255e+01, 26.5211666667
   105,  -4.0301e-01,   2.7782e+00,   2.5990e+00,   1.8063e+00,   6.0872e+00,   6.8737e+05,   9.0555e+03,   8.8285e+01, 27.9103333333
   110,  -3.4935e-01,   2.8371e+00,   2.4436e+00,   1.8167e+00,   6.1393e+00,   6.7874e+05,   9.0330e+03,   8.8318e+01, 29.2600000000
   115,  -3.3061e-01,   2.8612e+00,   2.3136e+00,   1.8325e+00,   6.1608e+00,   6.7116e+05,   9.0177e+03,   8.8345e+01, 30.5913333333
   120,  -3.4336e-01,   2.8554e+00,   2.3572e+00,   1.8467e+00,   6.1546e+00,   6.5899e+05,   8.9987e+03,   8.8365e+01, 31.8895000000
   125,  -3.8502e-01,   2.8232e+00,   2.4553e+00,   1.8542e+00,   6.1238e+00,   6.4901e+05,   8.9662e+03,   8.8435e+01, 32.9360000000
   130,  -4.4779e-01,   2.7711e+00,   2.5281e+00,   1.8525e+00,   6.0757e+00,   6.3492e+05,   8.9135e+03,   8.8534e+01, 33.5321666667
   135,  -5.1771e-01,   2.7103e+00,   2.5611e+00,   1.8359e+00,   6.0219e+00,   6.2577e+05,   8.8382e+03,   8.8662e+01, 34.0815000000
   140,  -5.6555e-01,   2.6622e+00,   2.5555e+00,   1.8010e+00,   5.9798e+00,   6.2388e+05,   8.7421e+03,   8.8831e+01, 34.6060000000
   145,  -5.8216e-01,   2.6290e+00,   2.5124e+00,   1.7490e+00,   5.9495e+00,   6.2036e+05,   8.6302e+03,   8.9049e+01, 35.1323333333
   150,  -5.6268e-01,   2.6207e+00,   2.4351e+00,   1.6963e+00,   5.9425e+00,   6.1481e+05,   8.5092e+03,   8.9266e+01, 35.6630000000
   155,  -5.3659e-01,   2.6258e+00,   2.3531e+00,   1.6771e+00,   5.9440e+00,   6.0741e+05,   8.3856e+03,   8.9464e+01, 36.2300000000
   160,  -5.2920e-01,   2.6244e+00,   2.3106e+00,   1.7066e+00,   5.9346e+00,   6.1578e+05,   8.2647e+03,   8.9648e+01, 36.7980000000
   165,  -5.5014e-01,   2.6033e+00,   2.3162e+00,   1.7502e+00,   5.9042e+00,   6.2832e+05,   8.1507e+03,   8.9807e+01, 37.3760000000
   170,  -6.0293e-01,   2.5562e+00,   2.3518e+00,   1.7905e+00,   5.8471e+00,   6.3418e+05,   8.0457e+03,   8.9925e+01, 38.0971666667
   175,  -6.8978e-01,   2.4800e+00,   2.4051e+00,   1.8225e+00,   5.7594e+00,   6.3324e+05,   7.9511e+03,   8.9990e+01, 38.8611666667
   180,  -7.9114e-01,   2.3924e+00,   2.4351e+00,   1.8453e+00,   5.6669e+00,   6.2605e+05,   7.8673e+03,   9.0005e+01, 39.6198333333
   185,  -8.4822e-01,   2.3384e+00,   2.4291e+00,   1.8573e+00,   5.6230e+00,   6.1386e+05,   7.7944e+03,   8.9967e+01, 40.6036666667
   190,  -8.0954e-01,   2.3673e+00,   2.3859e+00,   1.8594e+00,   5.6742e+00,   5.9824e+05,   7.7320e+03,   8.9874e+01, 41.6431666667
   195,  -7.4505e-01,   2.4313e+00,   2.3042e+00,   1.8510e+00,   5.7516e+00,   5.8065e+05,   7.6793e+03,   8.9748e+01, 42.6363333333
   200,  -6.9574e-01,   2.4843e+00,   2.1894e+00,   1.8312e+00,   5.8076e+00,   5.6230e+05,   7.6348e+03,   8.9590e+01, 43.6215000000
   205,  -6.6893e-01,   2.5167e+00,   2.0876e+00,   1.8007e+00,   5.8391e+00,   5.4408e+05,   7.5964e+03,   8.9410e+01, 44.6065000000
   210,  -6.6023e-01,   2.5322e+00,   2.1272e+00,   1.7599e+00,   5.8504e+00,   5.4085e+05,   7.5616e+03,   8.9218e+01, 45.8235000000
   215,  -6.6397e-01,   2.5342e+00,   2.2162e+00,   1.7109e+00,   5.8474e+00,   5.4614e+05,   7.5281e+03,   8.9042e+01, 47.1861666667
   220,  -6.7010e-01,   2.5318e+00,   2.2798e+00,   1.6626e+00,   5.8383e+00,   5.5114e+05,   7.4938e+03,   8.8871e+01, 48.5013333333
   225,  -6.7060e-01,   2.5335e+00,   2.3094e+00,   1.6217e+00,   5.8315e+00,   5.5705e+05,   7.4573e+03,   8.8721e+01, 49.4871666667
   230,  -6.6865e-01,   2.5360e+00,   2.3066e+00,   1.6057e+00,   5.8267e+00,   5.6056e+05,   7.4178e+03,   8.8613e+01, 50.2325000000
   235,  -6.6090e-01,   2.5417e+00,   2.2741e+00,   1.6266e+00,   5.8235e+00,   5.6668e+05,   7.3753e+03,   8.8533e+01, 50.9538333333
   240,  -6.5086e-01,   2.5466e+00,   2.2258e+00,   1.6648e+00,   5.8199e+00,   5.8559e+05,   7.3302e+03,   8.8481e+01, 51.6528333333
   245,  -6.4905e-01,   2.5418e+00,   2.1920e+00,   1.7041e+00,   5.8086e+00,   6.0206e+05,   7.2830e+03,   8.8441e+01, 52.3513333333
   250,  -6.6324e-01,   2.5215e+00,   2.1951e+00,   1.7361e+00,   5.7827e+00,   6.1445e+05,   7.2346e+03,   8.8427e+01, 53.0168333333
   255,  -6.9947e-01,   2.4799e+00,   2.2141e+00,   1.7594e+00,   5.7342e+00,   6.2159e+05,   7.1858e+03,   8.8442e+01, 53.6788333333
   260,  -7.6240e-01,   2.4125e+00,   2.2321e+00,   1.7726e+00,   5.6587e+00,   6.2289e+05,   7.1371e+03,   8.8461e+01, 55.0481666667
   265,  -8.4466e-01,   2.3303e+00,   2.2495e+00,   1.7767e+00,   5.5800e+00,   6.1849e+05,   7.0892e+03,   8.8497e+01, 56.4301666667
   270,  -8.9659e-01,   2.2922e+00,   2.2549e+00,   1.7726e+00,   5.5607e+00,   6.0911e+05,   7.0424e+03,   8.8534e+01, 57.8265000000
   275,  -8.7626e-01,   2.3217e+00,   2.2413e+00,   1.7594e+00,   5.6089e+00,   5.9592e+05,   6.9970e+03,   8.8563e+01, 59.2565000000
   280,  -8.2017e-01,   2.3762e+00,   2.2028e+00,   1.7378e+00,   5.6768e+00,   5.8015e+05,   6.9532e+03,   8.8596e+01, 60.6868333333
   285,  -7.6901e-01,   2.4274e+00,   2.1354e+00,   1.7060e+00,   5.7353e+00,   5.6294e+05,   6.9110e+03,   8.8650e+01, 62.1200000000
