"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -2.7582e+00,   1.1435e+00,   8.8370e-01,   5.6942e-01,   3.5465e+00,   5.0044e+05,   4.7837e+02,   9.9151e+01, 0.2896666667
    10,  -2.4522e+00,   1.1792e+00,   8.7084e-01,   5.6470e-01,   3.8678e+00,   5.0044e+05,   4.7844e+02,   9.9152e+01, 0.5481666667
    15,  -2.2906e+00,   1.2248e+00,   8.5848e-01,   5.5784e-01,   4.0394e+00,   5.0044e+05,   4.7850e+02,   9.9152e+01, 0.8096666667
    20,  -2.1866e+00,   1.2704e+00,   8.4665e-01,   5.4955e-01,   4.1526e+00,   5.0044e+05,   4.7855e+02,   9.9153e+01, 1.0721666667
    25,  -2.1128e+00,   1.3114e+00,   8.3546e-01,   5.4073e-01,   4.2344e+00,   5.0044e+05,   4.7859e+02,   9.9153e+01, 1.3320000000
    30,  -2.0575e+00,   1.3466e+00,   8.2534e-01,   5.3241e-01,   4.2967e+00,   5.0044e+05,   4.7862e+02,   9.9154e+01, 1.5918333333
    35,  -2.0155e+00,   1.3763e+00,   8.1638e-01,   5.2531e-01,   4.3452e+00,   5.0044e+05,   4.7863e+02,   9.9154e+01, 1.8520000000
    40,  -1.9827e+00,   1.4009e+00,   8.0874e-01,   5.1964e-01,   4.3836e+00,   5.0044e+05,   4.7864e+02,   9.9155e+01, 2.1118333333
    45,  -1.9568e+00,   1.4212e+00,   8.0267e-01,   5.1558e-01,   4.4145e+00,   5.0044e+05,   4.7864e+02,   9.9155e+01, 2.3725000000
    50,  -1.9365e+00,   1.4380e+00,   7.9805e-01,   5.1291e-01,   4.4395e+00,   5.0044e+05,   4.7863e+02,   9.9156e+01, 2.6318333333
    55,  -1.9204e+00,   1.4519e+00,   7.9450e-01,   5.1110e-01,   4.4597e+00,   5.0044e+05,   4.7862e+02,   9.9156e+01, 2.8928333333
    60,  -1.9073e+00,   1.4632e+00,   7.9196e-01,   5.0972e-01,   4.4762e+00,   5.0044e+05,   4.7860e+02,   9.9156e+01, 3.1543333333
    65,  -1.8979e+00,   1.4724e+00,   7.8990e-01,   5.0844e-01,   4.4895e+00,   5.0044e+05,   4.7857e+02,   9.9156e+01, 3.4155000000
    70,  -1.8907e+00,   1.4797e+00,   7.8838e-01,   5.0705e-01,   4.5002e+00,   5.0044e+05,   4.7854e+02,   9.9157e+01, 3.6768333333
    75,  -1.8849e+00,   1.4853e+00,   7.8726e-01,   5.0529e-01,   4.5087e+00,   5.0044e+05,   4.7851e+02,   9.9157e+01, 3.9393333333
    80,  -1.8812e+00,   1.4894e+00,   7.8663e-01,   5.0293e-01,   4.5151e+00,   5.0044e+05,   4.7847e+02,   9.9158e+01, 4.2000000000
    85,  -1.8793e+00,   1.4921e+00,   7.8631e-01,   4.9987e-01,   4.5197e+00,   5.0044e+05,   4.7844e+02,   9.9158e+01, 4.4618333333
    90,  -1.8781e+00,   1.4937e+00,   7.8674e-01,   4.9615e-01,   4.5227e+00,   5.0044e+05,   4.7840e+02,   9.9158e+01, 4.7216666667
    95,  -1.8783e+00,   1.4942e+00,   7.8777e-01,   4.9177e-01,   4.5244e+00,   5.0044e+05,   4.7837e+02,   9.9159e+01, 4.9830000000
   100,  -1.8801e+00,   1.4937e+00,   7.8904e-01,   4.8682e-01,   4.5245e+00,   5.0044e+05,   4.7834e+02,   9.9159e+01, 5.2436666667
   105,  -1.8823e+00,   1.4923e+00,   7.9069e-01,   4.8138e-01,   4.5234e+00,   5.0044e+05,   4.7830e+02,   9.9160e+01, 5.5050000000
   110,  -1.8853e+00,   1.4900e+00,   7.9303e-01,   4.7561e-01,   4.5211e+00,   5.0044e+05,   4.7827e+02,   9.9160e+01, 5.7658333333
   115,  -1.8898e+00,   1.4870e+00,   7.9549e-01,   4.6952e-01,   4.5175e+00,   5.0044e+05,   4.7825e+02,   9.9160e+01, 6.0270000000
   120,  -1.8952e+00,   1.4832e+00,   7.9778e-01,   4.6324e-01,   4.5128e+00,   5.0044e+05,   4.7822e+02,   9.9161e+01, 6.2883333333
