VARIABLES = "X" "P"
Zone T = "upper_0.324" , F = point
   -35.120     1.16300
   -13.120     1.18600
     8.880     1.20700
    19.880     2.21400
    30.880     0.80300
    52.880     1.86400
    63.880     1.33800
    74.880     1.75800
    85.880     2.09900
    96.880     1.81700
   118.880     2.07800
   129.880     1.72700
   140.880     2.15800
   151.880     2.00300
   162.880     2.45100
   184.880     2.54000
   195.880     2.25500
   206.880     2.84100
   217.880     2.44000
   228.880     2.74800
   259.550     1.48100
   270.310     1.34400
   281.070     0.86680
   291.830     0.56340
