VARIABLES = "X" "P"
Zone T = "lower_0.329" , F = point
   -24.120     1.21800
    30.880     1.31800
    41.880     1.49700
    52.880     1.25200
    63.880     1.76600
    74.880     2.15800
    85.880     1.53300
    96.880     2.40100
   107.880     2.08200
   118.880     1.71500
   140.880     1.84100
   151.880     2.69500
   162.880     2.21600
   173.880     2.20500
   184.880     2.43700
   195.880     2.52700
   206.880     2.46600
   217.880     2.68700
   228.880     2.56800
   239.880     2.93800
   250.880     2.74000
   261.880     1.32100
   283.880     0.89990
   316.880     0.63490
   327.880     0.52180
   349.880     0.32490
   371.880     0.24070
   417.320     1.07800
   427.100     0.98740
   436.890     0.82050
   446.670     0.57060
   456.460     0.44530
