VARIABLES = "X" "P"
Zone T = "upper_0.329" , F = point
   -35.120     1.27800
   -13.120     1.27500
     8.880     1.30900
    19.880     2.37000
    30.880     0.92460
    52.880     1.96700
    63.880     1.44200
    74.880     1.73000
    85.880     2.31900
    96.880     1.85200
   118.880     2.13400
   129.880     1.65300
   140.880     2.22000
   151.880     2.08500
   162.880     2.50400
   184.880     2.42900
   195.880     2.29600
   206.880     2.76500
   217.880     2.43300
   228.880     2.77100
   259.550     1.45400
   270.310     1.39100
   281.070     0.95970
   291.830     0.62640
   313.350     0.36760
