VARIABLES = "X" "P"
Zone T = "upper_0.266" , F = point
   -35.120     1.28300
   -13.120     1.25800
     8.880     1.28000
    19.880     2.07300
    30.880     0.94630
    52.880     2.22900
    63.880     1.50700
    74.880     1.66000
    85.880     2.12200
    96.880     1.91000
   118.880     2.12300
   129.880     1.93500
   140.880     1.70700
   151.880     2.20200
   162.880     1.99900
   184.880     2.21100
   195.880     2.15500
   206.880     2.44500
   217.880     2.17900
   228.880     2.43700
   259.550     1.17900
   270.310     1.31100
   281.070     0.97720
   291.830     0.65230
   313.350     0.35440
