VARIABLES = "X" "P"
Zone T = "lower_0.341" , F = point
    41.880     1.50200
    52.880     1.44200
    63.880     1.80500
    74.880     2.06300
    85.880     1.74200
    96.880     2.23200
   107.880     1.80800
   118.880     1.97300
   140.880     2.30200
   151.880     2.43600
   162.880     2.54500
   173.880     2.47200
   184.880     2.65900
   195.880     2.76700
   206.880     2.81100
   217.880     3.01700
   228.880     3.19200
   239.880     3.29700
   250.880     3.04300
   283.880     0.89630
   316.880     0.55390
   327.880     0.46640
   349.880     0.31380
   371.880     0.24770
   407.530     1.06900
   417.320     0.96370
   427.100     0.42890
   436.890     0.72730
   446.670     0.53430
