VARIABLES = "X" "P"
Zone T = "upper_0.325" , F = point
   -35.120     1.25800
   -13.120     1.26200
     8.880     1.27500
    19.880     2.45600
    30.880     0.91360
    52.880     1.93400
    63.880     1.53200
    74.880     1.87400
    85.880     2.29800
    96.880     1.77800
   118.880     2.10100
   129.880     1.69900
   140.880     2.21400
   151.880     2.12200
   162.880     2.68200
   184.880     2.50100
   195.880     2.28300
   206.880     2.88200
   217.880     2.41400
   228.880     2.88400
   259.550     1.47400
   270.310     1.41400
   281.070     0.95720
   291.830     0.61090
   313.350     0.36610
