VARIABLES = "X" "P"
Zone T = "lower_0.324" , F = point
   -24.120     1.17000
    30.880     1.19900
    41.880     1.41600
    52.880     1.17300
    63.880     1.54900
    74.880     1.96400
    85.880     1.49800
    96.880     2.20000
   107.880     1.99600
   118.880     1.72800
   140.880     1.77300
   151.880     2.54900
   162.880     2.06900
   173.880     2.38700
   184.880     2.33000
   206.880     2.31600
   217.880     2.72600
   228.880     2.61500
   239.880     2.88400
   250.880     2.88400
   261.880     1.17700
   283.880     0.86970
   316.880     0.56880
   327.880     0.46570
   349.880     0.31230
   371.880     0.25180
   417.320     1.07900
   427.100     0.93370
   436.890     0.75370
   446.670     0.51660
   456.460     0.03889
