VARIABLES = "X" "P"
Zone T = "lower_0.288" , F = point
   -24.120     1.20000
    30.880     1.26700
    41.880     1.51700
    52.880     1.07000
    63.880     1.50000
    74.880     1.98300
    85.880     1.54100
    96.880     1.61300
   107.880     2.27700
   118.880     1.63000
   140.880     1.87100
   151.880     1.94400
   162.880     2.20900
   173.880     1.83500
   184.880     2.63200
   206.880     2.47700
   217.880     2.42400
   228.880     2.53500
   239.880     2.58500
   250.880     2.72900
   261.880     1.31700
   283.880     0.84860
   316.880     0.60080
   327.880     0.51230
   349.880     0.34100
   371.880     0.24840
   417.320     1.09100
   427.100     1.01700
   436.890     0.82160
   446.670     0.56970
   456.460     0.04471
