VARIABLES = "X" "P"
Zone T = "lower_0.266" , F = point
   -24.120     1.17800
    30.880     1.34000
    41.880     1.61600
    52.880     1.16300
    63.880     1.51900
    74.880     1.97700
    85.880     1.54100
    96.880     1.48300
   107.880     2.24600
   118.880     1.67900
   140.880     1.98800
   151.880     1.85200
   162.880     2.33400
   173.880     1.81700
   184.880     2.38600
   206.880     2.14400
   217.880     2.42200
   228.880     2.24000
   239.880     2.53400
   250.880     2.44200
   261.880     1.38900
   283.880     0.73970
   316.880     0.56130
   327.880     0.51300
   349.880     0.34320
   371.880     0.22360
   417.320     0.93900
   427.100     0.95740
   436.890     0.86480
   446.670     0.61880
