VARIABLES = "X" "P"
Zone T = "upper_0.315" , F = point
   -35.120     1.29700
   -13.120     1.26800
     8.880     1.28700
    19.880     2.48800
    30.880     0.90140
    52.880     2.04900
    63.880     1.56000
    74.880     1.79200
    85.880     2.21900
    96.880     1.87300
   118.880     2.18800
   129.880     1.85200
   140.880     2.42300
   151.880     2.23900
   162.880     2.40100
   184.880     2.38900
   195.880     2.42600
   206.880     2.84000
   217.880     2.57700
   228.880     2.89900
   259.550     1.54500
   270.310     1.45600
   281.070     0.96770
   291.830     0.63150
   313.350     0.37510
