VARIABLES = "X" "P"
Zone T = "lower_0.286" , F = point
   -24.120     1.18500
    30.880     1.32700
    41.880     1.56400
    52.880     1.27100
    63.880     1.56700
    74.880     2.16400
    85.880     1.58100
    96.880     2.36500
   107.880     2.13100
   118.880     1.64100
   140.880     1.86200
   151.880     2.49300
   162.880     2.22600
   173.880     1.93400
   184.880     2.53300
   206.880     2.47600
   217.880     2.47900
   228.880     2.60900
   239.880     2.63100
   250.880     2.78800
   261.880     1.35500
   283.880     0.83470
   316.880     0.65030
   327.880     0.52950
   349.880     0.32860
   371.880     0.23090
   417.320     1.09000
   427.100     1.00800
   436.890     0.84280
   446.670     0.59430
   456.460     0.04257
