VARIABLES = "X" "P"
Zone T = "upper_0.286" , F = point
   -35.120     1.26500
   -13.120     1.26700
     8.880     1.29400
    19.880     2.44400
    30.880     0.90390
    52.880     2.07300
    63.880     1.48800
    74.880     1.89000
    85.880     2.37500
    96.880     1.86400
   118.880     2.08500
   140.880     2.19500
   151.880     2.16800
   162.880     2.12500
   184.880     2.15800
   195.880     2.36500
   206.880     2.49500
   217.880     2.48900
   228.880     2.44100
   259.550     1.43700
   270.310     1.37800
   281.070     0.96500
   291.830     0.63660
   313.350     0.36190
