VARIABLES = "X" "P"
Zone T = "lower_0.315" , F = point
   -24.120     1.17100
    30.880     1.41000
    41.880     1.55200
    52.880     1.41000
    63.880     1.91300
    74.880     2.09100
    85.880     1.54200
    96.880     2.34000
   107.880     2.10400
   118.880     1.67800
   140.880     1.95100
   151.880     2.84400
   162.880     2.25100
   173.880     2.19200
   184.880     2.53700
   206.880     2.55400
   217.880     2.80400
   228.880     2.71800
   239.880     3.05200
   250.880     2.94300
   261.880     1.33100
   283.880     0.93100
   316.880     0.62070
   327.880     0.51460
   349.880     0.33690
   371.880     0.24850
   417.320     1.11500
   427.100     1.02600
   436.890     0.83380
   446.670     0.57510
   456.460     0.02392
