VARIABLES = "X" "P"
Zone T = "upper_0.341" , F = point
   -35.120     1.21200
   -13.120     1.15400
     8.880     1.19500
    19.880     2.40400
    30.880     0.92160
    52.880     1.90500
    63.880     1.82900
    74.880     2.06200
    85.880     2.09800
    96.880     1.89600
   118.880     2.08600
   129.880     2.16300
   140.880     2.30400
   151.880     2.46700
   162.880     2.56200
   184.880     2.55200
   195.880     2.94100
   206.880     3.02200
   217.880     2.93500
   228.880     2.46000
   259.550     1.60400
   281.070     0.88510
   291.830     0.60740
   313.350     0.42530
