"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -3.0331e+00,   6.1727e-01,   5.5077e-01,   2.4958e-01,   3.1809e+00,   5.0044e+05,   4.5275e+02,   9.8342e+01, 1.9675000000
    10,  -2.7389e+00,   6.6134e-01,   5.3521e-01,   2.4420e-01,   3.4751e+00,   5.0044e+05,   4.5277e+02,   9.8343e+01, 2.2265000000
    15,  -2.5904e+00,   7.1525e-01,   5.1495e-01,   2.3699e-01,   3.6271e+00,   5.0044e+05,   4.5279e+02,   9.8343e+01, 2.4855000000
    20,  -2.4979e+00,   7.6211e-01,   4.9241e-01,   2.2817e-01,   3.7199e+00,   5.0044e+05,   4.5281e+02,   9.8342e+01, 2.7446666667
    25,  -2.4341e+00,   7.9945e-01,   4.6767e-01,   2.1828e-01,   3.7817e+00,   5.0044e+05,   4.5283e+02,   9.8343e+01, 3.0048333333
    30,  -2.3933e+00,   8.2771e-01,   4.3979e-01,   2.0859e-01,   3.8240e+00,   5.0044e+05,   4.5285e+02,   9.8343e+01, 3.2663333333
    35,  -2.3658e+00,   8.4877e-01,   4.1271e-01,   1.9984e-01,   3.8531e+00,   5.0044e+05,   4.5287e+02,   9.8343e+01, 3.5248333333
    40,  -2.3477e+00,   8.6421e-01,   3.8688e-01,   1.9223e-01,   3.8733e+00,   5.0044e+05,   4.5289e+02,   9.8343e+01, 3.7841666667
    45,  -2.3377e+00,   8.7528e-01,   3.6553e-01,   1.8593e-01,   3.8864e+00,   5.0044e+05,   4.5290e+02,   9.8342e+01, 4.0428333333
    50,  -2.3305e+00,   8.8318e-01,   3.5408e-01,   1.8075e-01,   3.8959e+00,   5.0044e+05,   4.5292e+02,   9.8342e+01, 4.3026666667
    55,  -2.3281e+00,   8.8842e-01,   3.5204e-01,   1.7631e-01,   3.9010e+00,   5.0044e+05,   4.5293e+02,   9.8342e+01, 4.5635000000
    60,  -2.3298e+00,   8.9116e-01,   3.5555e-01,   1.7206e-01,   3.9022e+00,   5.0044e+05,   4.5295e+02,   9.8342e+01, 4.8245000000
    65,  -2.3352e+00,   8.9216e-01,   3.6165e-01,   1.6771e-01,   3.9000e+00,   5.0044e+05,   4.5296e+02,   9.8342e+01, 5.0850000000
    70,  -2.3438e+00,   8.9192e-01,   3.6808e-01,   1.6312e-01,   3.8952e+00,   5.0044e+05,   4.5297e+02,   9.8342e+01, 5.3463333333
    75,  -2.3532e+00,   8.9092e-01,   3.7290e-01,   1.5828e-01,   3.8899e+00,   5.0044e+05,   4.5298e+02,   9.8342e+01, 5.6065000000
    80,  -2.3608e+00,   8.9004e-01,   3.7736e-01,   1.5318e-01,   3.8847e+00,   5.0044e+05,   4.5300e+02,   9.8341e+01, 5.8691666667
    85,  -2.3687e+00,   8.8964e-01,   3.8091e-01,   1.4771e-01,   3.8797e+00,   5.0044e+05,   4.5301e+02,   9.8341e+01, 6.1348333333
    90,  -2.3734e+00,   8.8985e-01,   3.8360e-01,   1.4165e-01,   3.8762e+00,   5.0044e+05,   4.5302e+02,   9.8341e+01, 6.3958333333
    95,  -2.3750e+00,   8.9073e-01,   3.8681e-01,   1.3496e-01,   3.8751e+00,   5.0044e+05,   4.5303e+02,   9.8341e+01, 6.6576666667
   100,  -2.3805e+00,   8.9155e-01,   3.8701e-01,   1.2765e-01,   3.8739e+00,   5.0044e+05,   4.5303e+02,   9.8341e+01, 6.9193333333
   105,  -2.3812e+00,   8.9290e-01,   3.8594e-01,   1.2000e-01,   3.8756e+00,   5.0044e+05,   4.5304e+02,   9.8340e+01, 7.1900000000
   110,  -2.3818e+00,   8.9422e-01,   3.8335e-01,   1.1243e-01,   3.8773e+00,   5.0044e+05,   4.5305e+02,   9.8341e+01, 7.4533333333
   115,  -2.3816e+00,   8.9576e-01,   3.8109e-01,   1.0524e-01,   3.8795e+00,   5.0044e+05,   4.5306e+02,   9.8341e+01, 7.7163333333
   120,  -2.3783e+00,   8.9746e-01,   3.7941e-01,   9.8419e-02,   3.8840e+00,   5.0044e+05,   4.5306e+02,   9.8341e+01, 7.9788333333
   125,  -2.3773e+00,   8.9898e-01,   3.7793e-01,   9.2183e-02,   3.8881e+00,   5.0044e+05,   4.5307e+02,   9.8341e+01, 8.2538333333
   130,  -2.3774e+00,   9.0035e-01,   3.7778e-01,   8.6576e-02,   3.8916e+00,   5.0044e+05,   4.5307e+02,   9.8341e+01, 8.5140000000
   135,  -2.3794e+00,   9.0139e-01,   3.7637e-01,   8.1488e-02,   3.8948e+00,   5.0044e+05,   4.5307e+02,   9.8341e+01, 8.7751666667
   140,  -2.3767e+00,   9.0251e-01,   3.7560e-01,   7.6978e-02,   3.8995e+00,   5.0044e+05,   4.5307e+02,   9.8341e+01, 9.0361666667
   145,  -2.3768e+00,   9.0306e-01,   3.7406e-01,   7.3190e-02,   3.9023e+00,   5.0044e+05,   4.5307e+02,   9.8341e+01, 9.2970000000
   150,  -2.3775e+00,   9.0336e-01,   3.7080e-01,   7.0108e-02,   3.9048e+00,   5.0044e+05,   4.5307e+02,   9.8341e+01, 9.5706666667
