"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -2.1874e+00,   1.2298e+00,   7.9020e-01,   5.6802e-01,   4.0940e+00,   5.0055e+05,   1.7381e+01,   9.8264e+01, 2.2416666667
    10,  -2.0146e+00,   1.3400e+00,   6.9732e-01,   4.9935e-01,   4.2889e+00,   5.0055e+05,   1.7381e+01,   9.8265e+01, 2.7941666667
    15,  -1.9796e+00,   1.3686e+00,   6.7924e-01,   4.6384e-01,   4.3345e+00,   5.0055e+05,   1.7381e+01,   9.8264e+01, 3.4093333333
    20,  -1.9870e+00,   1.3660e+00,   6.7857e-01,   4.3222e-01,   4.3344e+00,   5.0055e+05,   1.7381e+01,   9.8263e+01, 3.9045000000
    25,  -2.0056e+00,   1.3525e+00,   6.7486e-01,   4.1542e-01,   4.3227e+00,   5.0055e+05,   1.7381e+01,   9.8261e+01, 4.3615000000
    30,  -2.0208e+00,   1.3369e+00,   6.5846e-01,   3.9754e-01,   4.3094e+00,   5.0055e+05,   1.7381e+01,   9.8261e+01, 4.9938333333
    35,  -2.0285e+00,   1.3272e+00,   6.2688e-01,   3.7941e-01,   4.3046e+00,   5.0055e+05,   1.7381e+01,   9.8260e+01, 5.5818333333
    40,  -2.0308e+00,   1.3235e+00,   5.9223e-01,   3.6275e-01,   4.3073e+00,   5.0055e+05,   1.7381e+01,   9.8260e+01, 6.2575000000
    45,  -2.0264e+00,   1.3226e+00,   5.6515e-01,   3.5401e-01,   4.3118e+00,   5.0055e+05,   1.7381e+01,   9.8261e+01, 6.8376666667
    50,  -2.0235e+00,   1.3194e+00,   5.4684e-01,   3.4204e-01,   4.3128e+00,   5.0055e+05,   1.7381e+01,   9.8261e+01, 7.4328333333
    55,  -2.0302e+00,   1.3118e+00,   5.3139e-01,   3.3352e-01,   4.3060e+00,   5.0055e+05,   1.7381e+01,   9.8259e+01, 8.0838333333
    60,  -2.0388e+00,   1.3000e+00,   5.2478e-01,   3.2458e-01,   4.2948e+00,   5.0055e+05,   1.7381e+01,   9.8256e+01, 8.5505000000
    65,  -2.0536e+00,   1.2840e+00,   5.2639e-01,   3.1625e-01,   4.2789e+00,   5.0055e+05,   1.7381e+01,   9.8255e+01, 9.0093333333
    70,  -2.0744e+00,   1.2642e+00,   5.3402e-01,   3.0931e-01,   4.2601e+00,   5.0055e+05,   1.7381e+01,   9.8253e+01, 9.5330000000
