"Iteration","Res_rho","Res_rhou-X","Res_rhou-Y","Res_rhou-Z","Res_rhoE","MaxPress","WeightPress","SuperVolume","Time(min)"
     5,  -3.0877e+00,   6.0004e-01,   5.0601e-01,   1.1639e-01,   3.1335e+00,   5.0044e+05,   4.9744e+02,   9.9045e+01, 1.9713333333
    10,  -2.7879e+00,   6.3581e-01,   4.9092e-01,   1.1418e-01,   3.4410e+00,   5.0044e+05,   4.9746e+02,   9.9045e+01, 2.2348333333
    15,  -2.6359e+00,   6.8519e-01,   4.7161e-01,   1.1146e-01,   3.5966e+00,   5.0044e+05,   4.9748e+02,   9.9046e+01, 2.4958333333
    20,  -2.5414e+00,   7.3087e-01,   4.4987e-01,   1.0791e-01,   3.6926e+00,   5.0044e+05,   4.9750e+02,   9.9046e+01, 2.7566666667
    25,  -2.4755e+00,   7.6875e-01,   4.2561e-01,   1.0388e-01,   3.7570e+00,   5.0044e+05,   4.9752e+02,   9.9046e+01, 3.0181666667
    30,  -2.4311e+00,   7.9852e-01,   3.9809e-01,   9.9962e-02,   3.8018e+00,   5.0044e+05,   4.9754e+02,   9.9045e+01, 3.2803333333
    35,  -2.4032e+00,   8.2112e-01,   3.7117e-01,   9.6824e-02,   3.8331e+00,   5.0044e+05,   4.9756e+02,   9.9045e+01, 3.5405000000
    40,  -2.3835e+00,   8.3814e-01,   3.4586e-01,   9.5040e-02,   3.8551e+00,   5.0044e+05,   4.9758e+02,   9.9045e+01, 3.8011666667
    45,  -2.3734e+00,   8.5050e-01,   3.2521e-01,   9.4420e-02,   3.8695e+00,   5.0044e+05,   4.9760e+02,   9.9045e+01, 4.0670000000
    50,  -2.3682e+00,   8.5933e-01,   3.1375e-01,   9.4411e-02,   3.8786e+00,   5.0044e+05,   4.9761e+02,   9.9045e+01, 4.3311666667
    55,  -2.3640e+00,   8.6555e-01,   3.1366e-01,   9.4485e-02,   3.8834e+00,   5.0044e+05,   4.9763e+02,   9.9045e+01, 4.5981666667
    60,  -2.3675e+00,   8.6896e-01,   3.2098e-01,   9.4295e-02,   3.8840e+00,   5.0044e+05,   4.9764e+02,   9.9046e+01, 4.8598333333
    65,  -2.3752e+00,   8.7033e-01,   3.3018e-01,   9.3714e-02,   3.8814e+00,   5.0044e+05,   4.9765e+02,   9.9046e+01, 5.1208333333
    70,  -2.3845e+00,   8.7057e-01,   3.3946e-01,   9.2833e-02,   3.8761e+00,   5.0044e+05,   4.9767e+02,   9.9046e+01, 5.3821666667
    75,  -2.3942e+00,   8.7033e-01,   3.4703e-01,   9.1610e-02,   3.8702e+00,   5.0044e+05,   4.9768e+02,   9.9046e+01, 5.6433333333
    80,  -2.4039e+00,   8.7024e-01,   3.5199e-01,   9.0120e-02,   3.8650e+00,   5.0044e+05,   4.9769e+02,   9.9046e+01, 5.9061666667
    85,  -2.4107e+00,   8.7088e-01,   3.5428e-01,   8.8231e-02,   3.8620e+00,   5.0044e+05,   4.9771e+02,   9.9046e+01, 6.1688333333
    90,  -2.4136e+00,   8.7228e-01,   3.5524e-01,   8.5821e-02,   3.8616e+00,   5.0044e+05,   4.9772e+02,   9.9046e+01, 6.4310000000
    95,  -2.4136e+00,   8.7428e-01,   3.5539e-01,   8.2922e-02,   3.8632e+00,   5.0044e+05,   4.9773e+02,   9.9046e+01, 6.7088333333
   100,  -2.4125e+00,   8.7663e-01,   3.5320e-01,   7.9589e-02,   3.8662e+00,   5.0044e+05,   4.9774e+02,   9.9046e+01, 6.9701666667
   105,  -2.4100e+00,   8.7909e-01,   3.4808e-01,   7.6055e-02,   3.8709e+00,   5.0044e+05,   4.9775e+02,   9.9046e+01, 7.2328333333
   110,  -2.4071e+00,   8.8173e-01,   3.4415e-01,   7.2433e-02,   3.8761e+00,   5.0044e+05,   4.9776e+02,   9.9046e+01, 7.4965000000
   115,  -2.4061e+00,   8.8432e-01,   3.3912e-01,   6.8731e-02,   3.8808e+00,   5.0044e+05,   4.9777e+02,   9.9046e+01, 7.7608333333
   120,  -2.4038e+00,   8.8691e-01,   3.3558e-01,   6.5007e-02,   3.8867e+00,   5.0044e+05,   4.9777e+02,   9.9047e+01, 8.0400000000
   125,  -2.4017e+00,   8.8934e-01,   3.3451e-01,   6.1421e-02,   3.8922e+00,   5.0044e+05,   4.9778e+02,   9.9047e+01, 8.3036666667
   130,  -2.4020e+00,   8.9140e-01,   3.3516e-01,   5.8162e-02,   3.8967e+00,   5.0044e+05,   4.9778e+02,   9.9047e+01, 8.5660000000
   135,  -2.4003e+00,   8.9326e-01,   3.3697e-01,   5.5332e-02,   3.9014e+00,   5.0044e+05,   4.9779e+02,   9.9047e+01, 8.8288333333
   140,  -2.3965e+00,   8.9491e-01,   3.4166e-01,   5.2795e-02,   3.9062e+00,   5.0044e+05,   4.9779e+02,   9.9047e+01, 9.0931666667
   145,  -2.3998e+00,   8.9562e-01,   3.4254e-01,   5.0488e-02,   3.9089e+00,   5.0044e+05,   4.9779e+02,   9.9047e+01, 9.3563333333
   150,  -2.3996e+00,   8.9632e-01,   3.4355e-01,   4.8533e-02,   3.9119e+00,   5.0044e+05,   4.9779e+02,   9.9047e+01, 9.6236666667
   155,  -2.3994e+00,   8.9659e-01,   3.4525e-01,   4.6965e-02,   3.9151e+00,   5.0044e+05,   4.9779e+02,   9.9048e+01, 9.8861666667
   160,  -2.4004e+00,   8.9634e-01,   3.4436e-01,   4.5720e-02,   3.9177e+00,   5.0044e+05,   4.9779e+02,   9.9048e+01, 10.1488333333
   165,  -2.4047e+00,   8.9575e-01,   3.4207e-01,   4.4806e-02,   3.9189e+00,   5.0044e+05,   4.9778e+02,   9.9048e+01, 10.4121666667
   170,  -2.4039e+00,   8.9536e-01,   3.3981e-01,   4.4145e-02,   3.9211e+00,   5.0044e+05,   4.9778e+02,   9.9048e+01, 10.6726666667
   175,  -2.4045e+00,   8.9464e-01,   3.3681e-01,   4.3694e-02,   3.9221e+00,   5.0044e+05,   4.9777e+02,   9.9048e+01, 10.9355000000
   180,  -2.4073e+00,   8.9369e-01,   3.3178e-01,   4.3442e-02,   3.9222e+00,   5.0044e+05,   4.9777e+02,   9.9048e+01, 11.1980000000
   185,  -2.4081e+00,   8.9245e-01,   3.2539e-01,   4.3341e-02,   3.9227e+00,   5.0044e+05,   4.9776e+02,   9.9048e+01, 11.4615000000
   190,  -2.4081e+00,   8.9108e-01,   3.2039e-01,   4.3451e-02,   3.9227e+00,   5.0044e+05,   4.9775e+02,   9.9048e+01, 11.7240000000
   195,  -2.4094e+00,   8.8932e-01,   3.1341e-01,   4.3747e-02,   3.9220e+00,   5.0044e+05,   4.9775e+02,   9.9048e+01, 11.9903333333
   200,  -2.4091e+00,   8.8745e-01,   3.0636e-01,   4.4194e-02,   3.9206e+00,   5.0044e+05,   4.9774e+02,   9.9048e+01, 12.2520000000
   205,  -2.4073e+00,   8.8531e-01,   2.9982e-01,   4.4681e-02,   3.9197e+00,   5.0044e+05,   4.9773e+02,   9.9048e+01, 12.5155000000
   210,  -2.4083e+00,   8.8266e-01,   2.9333e-01,   4.5066e-02,   3.9169e+00,   5.0044e+05,   4.9772e+02,   9.9049e+01, 12.7765000000
   215,  -2.4121e+00,   8.7952e-01,   2.8612e-01,   4.5249e-02,   3.9127e+00,   5.0044e+05,   4.9771e+02,   9.9049e+01, 13.0400000000
   220,  -2.4141e+00,   8.7586e-01,   2.8114e-01,   4.5147e-02,   3.9086e+00,   5.0044e+05,   4.9770e+02,   9.9049e+01, 13.3025000000
   225,  -2.4171e+00,   8.7157e-01,   2.7794e-01,   4.4746e-02,   3.9033e+00,   5.0044e+05,   4.9770e+02,   9.9049e+01, 13.5653333333
   230,  -2.4229e+00,   8.6668e-01,   2.7568e-01,   4.3982e-02,   3.8964e+00,   5.0044e+05,   4.9769e+02,   9.9049e+01, 13.8285000000
   235,  -2.4293e+00,   8.6138e-01,   2.7535e-01,   4.2823e-02,   3.8885e+00,   5.0044e+05,   4.9768e+02,   9.9049e+01, 14.0905000000
   240,  -2.4357e+00,   8.5572e-01,   2.7702e-01,   4.1207e-02,   3.8809e+00,   5.0044e+05,   4.9768e+02,   9.9049e+01, 14.3516666667
   245,  -2.4436e+00,   8.4964e-01,   2.7979e-01,   3.9120e-02,   3.8720e+00,   5.0044e+05,   4.9768e+02,   9.9049e+01, 14.6201666667
   250,  -2.4559e+00,   8.4317e-01,   2.8458e-01,   3.6570e-02,   3.8619e+00,   5.0044e+05,   4.9768e+02,   9.9049e+01, 14.8836666667
   255,  -2.4652e+00,   8.3699e-01,   2.9065e-01,   3.3628e-02,   3.8531e+00,   5.0044e+05,   4.9767e+02,   9.9049e+01, 15.1470000000
   260,  -2.4712e+00,   8.3129e-01,   2.9957e-01,   3.0340e-02,   3.8453e+00,   5.0044e+05,   4.9768e+02,   9.9049e+01, 15.4106666667
   265,  -2.4824e+00,   8.2577e-01,   3.0525e-01,   2.6696e-02,   3.8375e+00,   5.0044e+05,   4.9768e+02,   9.9049e+01, 15.6735000000
   270,  -2.4884e+00,   8.2136e-01,   3.1131e-01,   2.2806e-02,   3.8317e+00,   5.0044e+05,   4.9768e+02,   9.9049e+01, 15.9350000000
   275,  -2.4926e+00,   8.1786e-01,   3.1582e-01,   1.8693e-02,   3.8283e+00,   5.0044e+05,   4.9769e+02,   9.9050e+01, 16.1965000000
   280,  -2.5018e+00,   8.1504e-01,   3.1781e-01,   1.4476e-02,   3.8255e+00,   5.0044e+05,   4.9770e+02,   9.9050e+01, 16.4598333333
   285,  -2.5012e+00,   8.1398e-01,   3.1908e-01,   1.0221e-02,   3.8261e+00,   5.0044e+05,   4.9771e+02,   9.9050e+01, 16.7223333333
   290,  -2.5017e+00,   8.1400e-01,   3.1805e-01,   5.9699e-03,   3.8288e+00,   5.0044e+05,   4.9772e+02,   9.9049e+01, 16.9955000000
   295,  -2.4995e+00,   8.1512e-01,   3.1757e-01,   1.7361e-03,   3.8334e+00,   5.0044e+05,   4.9773e+02,   9.9050e+01, 17.2583333333
   300,  -2.4997e+00,   8.1682e-01,   3.1181e-01,  -2.4779e-03,   3.8390e+00,   5.0044e+05,   4.9774e+02,   9.9050e+01, 17.5211666667
   305,  -2.4953e+00,   8.1936e-01,   3.0638e-01,  -6.5711e-03,   3.8454e+00,   5.0044e+05,   4.9775e+02,   9.9050e+01, 17.7853333333
   310,  -2.4895e+00,   8.2211e-01,   2.9942e-01,  -1.0606e-02,   3.8529e+00,   5.0044e+05,   4.9777e+02,   9.9050e+01, 18.0478333333
   315,  -2.4843e+00,   8.2490e-01,   2.9068e-01,  -1.4515e-02,   3.8595e+00,   5.0044e+05,   4.9778e+02,   9.9050e+01, 18.3113333333
   320,  -2.4795e+00,   8.2745e-01,   2.8269e-01,  -1.8250e-02,   3.8657e+00,   5.0044e+05,   4.9780e+02,   9.9050e+01, 18.5740000000
   325,  -2.4737e+00,   8.2962e-01,   2.7479e-01,  -2.1810e-02,   3.8720e+00,   5.0044e+05,   4.9781e+02,   9.9050e+01, 18.8358333333
   330,  -2.4696e+00,   8.3118e-01,   2.6774e-01,  -2.5055e-02,   3.8766e+00,   5.0044e+05,   4.9783e+02,   9.9050e+01, 19.0970000000
   335,  -2.4710e+00,   8.3171e-01,   2.5974e-01,  -2.7961e-02,   3.8795e+00,   5.0044e+05,   4.9785e+02,   9.9051e+01, 19.3605000000
   340,  -2.4701e+00,   8.3169e-01,   2.5324e-01,  -3.0451e-02,   3.8818e+00,   5.0044e+05,   4.9786e+02,   9.9051e+01, 19.6253333333
   345,  -2.4697e+00,   8.3082e-01,   2.4997e-01,  -3.2499e-02,   3.8828e+00,   5.0044e+05,   4.9788e+02,   9.9051e+01, 19.8881666667
   350,  -2.4683e+00,   8.2930e-01,   2.5008e-01,  -3.4091e-02,   3.8822e+00,   5.0044e+05,   4.9789e+02,   9.9051e+01, 20.1496666667
   355,  -2.4709e+00,   8.2663e-01,   2.5044e-01,  -3.5281e-02,   3.8801e+00,   5.0044e+05,   4.9790e+02,   9.9051e+01, 20.4426666667
   360,  -2.4735e+00,   8.2331e-01,   2.5255e-01,  -3.6026e-02,   3.8773e+00,   5.0044e+05,   4.9792e+02,   9.9051e+01, 20.7073333333
   365,  -2.4797e+00,   8.1875e-01,   2.5500e-01,  -3.6359e-02,   3.8725e+00,   5.0044e+05,   4.9793e+02,   9.9051e+01, 20.9698333333
   370,  -2.4891e+00,   8.1364e-01,   2.5730e-01,  -3.6206e-02,   3.8660e+00,   5.0044e+05,   4.9794e+02,   9.9051e+01, 21.2311666667
   375,  -2.4891e+00,   8.0861e-01,   2.6230e-01,  -3.5576e-02,   3.8605e+00,   5.0044e+05,   4.9795e+02,   9.9051e+01, 21.4930000000
   380,  -2.4939e+00,   8.0296e-01,   2.6848e-01,  -3.4559e-02,   3.8542e+00,   5.0044e+05,   4.9796e+02,   9.9051e+01, 21.7541666667
   385,  -2.5045e+00,   7.9704e-01,   2.7295e-01,  -3.3132e-02,   3.8463e+00,   5.0044e+05,   4.9797e+02,   9.9051e+01, 22.0191666667
   390,  -2.5132e+00,   7.9123e-01,   2.7585e-01,  -3.1221e-02,   3.8388e+00,   5.0044e+05,   4.9798e+02,   9.9051e+01, 22.2798333333
   395,  -2.5181e+00,   7.8633e-01,   2.7914e-01,  -2.8736e-02,   3.8334e+00,   5.0044e+05,   4.9799e+02,   9.9051e+01, 22.5445000000
   400,  -2.5205e+00,   7.8221e-01,   2.8107e-01,  -2.5817e-02,   3.8288e+00,   5.0044e+05,   4.9800e+02,   9.9051e+01, 22.8063333333
   405,  -2.5285e+00,   7.7895e-01,   2.8131e-01,  -2.2559e-02,   3.8253e+00,   5.0044e+05,   4.9800e+02,   9.9051e+01, 23.0711666667
   410,  -2.5310e+00,   7.7730e-01,   2.8224e-01,  -1.9025e-02,   3.8243e+00,   5.0044e+05,   4.9801e+02,   9.9051e+01, 23.3416666667
   415,  -2.5331e+00,   7.7670e-01,   2.7991e-01,  -1.5391e-02,   3.8256e+00,   5.0044e+05,   4.9802e+02,   9.9051e+01, 23.6043333333
   420,  -2.5349e+00,   7.7712e-01,   2.7684e-01,  -1.1759e-02,   3.8278e+00,   5.0044e+05,   4.9802e+02,   9.9051e+01, 23.8661666667
   425,  -2.5382e+00,   7.7788e-01,   2.6903e-01,  -8.3068e-03,   3.8311e+00,   5.0044e+05,   4.9803e+02,   9.9051e+01, 24.1293333333
   430,  -2.5359e+00,   7.7943e-01,   2.6185e-01,  -4.9943e-03,   3.8362e+00,   5.0044e+05,   4.9803e+02,   9.9052e+01, 24.3911666667
   435,  -2.5310e+00,   7.8137e-01,   2.5438e-01,  -1.9332e-03,   3.8417e+00,   5.0044e+05,   4.9803e+02,   9.9052e+01, 24.6545000000
   440,  -2.5305e+00,   7.8319e-01,   2.4408e-01,   9.1372e-04,   3.8469e+00,   5.0044e+05,   4.9804e+02,   9.9052e+01, 24.9175000000
   445,  -2.5287e+00,   7.8508e-01,   2.3347e-01,   3.5298e-03,   3.8526e+00,   5.0044e+05,   4.9804e+02,   9.9052e+01, 25.1816666667
   450,  -2.5242e+00,   7.8710e-01,   2.2215e-01,   5.9671e-03,   3.8585e+00,   5.0044e+05,   4.9804e+02,   9.9052e+01, 25.4473333333
